1531,Fonoaudiólogos,,0
1550,"Móveis para Hospitais e Laboratórios",,0
1583,"Bares 24h",,0
1586,Hamburguerias,,0
1587,"Lanches - Fornecimento",,0
1591,"Sucos - Lojas",,0
1619,"Restaurantes - Entregas em Domicílio (Delivery)",,0
1624,Psicopedagogos,,0
1626,"Shopping Centers",,0
1628,"Rastreamento por Satélite - Sistemas",,0
1633,"Administradores de Empresas",,0
1634,"Assessoria Aeronáutica",,0
1636,"Assessoria Fiscal e Tributária",,0
1639,"Consultores de Marketing",,0
1641,"Consultores de Telecomunicações",,0
1644,"Consultores em Energia Elétrica",,0
1645,"Consultores em Gestão de Qualidade",,0
1647,"Consultores em Segurança",,0
1649,"Consultores Industriais",,0
1653,"Meteorologia - Consultores",,0
1654,"Pesquisas de Mercado",,0
1656,"Relações Públicas - Consultoria e Agências",,0
1657,"Academias Artísticas; Científicas e Literárias",,0
1662,"Cursos de Culinária",,0
1663,"Cursos de Esoterismo",,0
1664,"Cursos de Feng Shui",,0
1665,"Cursos de Fonoaudiologia",,0
1666,"Cursos de Fotografia e Vídeo",,0
1669,"Cursos de Leitura Dinâmica e Memorização",,0
1672,"Cursos de Neurolingüística",,0
1673,"Cursos de Pintura",,0
1675,"Cursos Odontológicos",,0
1676,"Cursos para Degustação de Bebidas",,0
1677,"Cursos por Correspondência",,0
1690,Giz,,0
1699,"Treinamento e Desenvolvimento",,0
1703,Empreendimentos,,0
1707,Apart-Hotéis,,0
1714,"Engenharia de Avaliações",,0
1721,"Delegacias do Trabalho",,0
1722,"Empregados Domésticos - Agências",,0
1724,"Seleção de Pessoal",,0
1750,"Laboratórios de Análises Físico-Químicas",,0
1752,"Segurança Industrial",,0
1755,"Máquinas Fotográficas - Conserto",,0
1756,"Elevadores - Art; Equip e Manutenção",,0
1757,Monta-Cargas,,0
1769,"Turismo - Clubes",,0
1772,Zoológicos,,0
1773,Excursões,,0
1774,"Agências de Notícias",,0
1776,"Bancos de Imagens",,0
1777,Cine-Foto,,0
1779,"Filmes - Art e Equip",,0
1780,"Fotografias - Ampliações; Cópias e Revelações",,0
1781,"Fotografias - Art e Equip",,0
1782,"Fotografias - Estúdios",,0
1783,"Fotografias - Restaurações",,0
1784,"Fotografias Aéreas",,0
1796,"Peixes e Frutos do Mar - Atac e Distr",,0
1797,"Pesca - Empresas",,0
1799,Cemitérios,,0
1800,"Cemitérios de Animais",,0
1801,Crematórios,,0
1802,"Funerais - Planos",,0
1805,"Urnas Funerárias - Atac e Fab",,0
1806,"Bebidas - Art e Equip para Fabricar",,0
1808,"Combustão - Equip",,0
1810,"Gases - Equip",,0
1812,Manômetros,,0
1821,Bicicletas,,0
1825,"Ginástica - Ap",,0
1826,"Ginástica Laboral Preventiva",,0
1833,"Hotéis para Idosos",,0
1841,"VOIP - Serviços de Telecomunicação",,0
1842,"Albergues (Hostels)",,0
1847,"Hotéis Fazenda",,0
1850,Motéis,,0
1851,Pensões,,0
1853,Resorts,,0
1857,"Turismo Rural",,0
1880,"Advogados - Direito de Informática e Internet",,0
1881,"Bancos 24h",,0
1883,"Cyber Cafés",,0
1885,"Escritórios Virtuais e para Aluguel",,0
1887,"Informática - Livrarias e Publicações",,0
1888,"Informática - Projetos e Instalações",,0
1891,"Internet - Auditoria de Sites e Institutos de Pesquisa",,0
1892,"Internet - Comércio Eletrônico",,0
1893,"Internet - Construção de Sites",,0
1894,"Internet - Hospedagem de Sites e Registro de Domínio",,0
1895,"Internet - Infra-Estrutura; Redes e Conexões Dedicadas",,0
1896,"Internet - Provedores de Acesso",,0
1897,"Internet - Publicidade e Marketing On-Line",,0
1898,"Internet - Segurança da Informação",,0
1899,"Jogos em Rede",,0
1902,"Cinemas - Art e Equip",,0
1909,Óticas,,0
1916,"CDs e DVDs - Recuperação",,0
1919,"Couro - Artef - Conservação e Limpeza",,0
1924,Dragagem,,0
1925,Escovas,,0
1933,"Lavadoras de Alta Pressão",,0
1935,"Lavanderias - Art e Máq",,0
1936,"Lavanderias 24h",,0
1974,Vassouras,,0
1977,"Banheiros - Artigos e Projetos",,0
1983,Louças,,0
1986,"Máquinas de Lavar Industriais",,0
1991,"Utensílios e Utilidades Domésticas - Atac e Fab",,0
1999,"Refeições - Entregas em Domicílio",,0
2000,"Refeições Coletivas - Fornecedores",,0
2006,"Carnes - Atac",,0
2011,"Pães - Fornecedores",,0
2035,Motocicletas,,0
2036,"Motocicletas - Conserto e Peças",,0
2037,Moto-Táxi,,0
2038,Alfaiates,,0
2042,"Automação Comercial - Assistência Técnica",,0
2043,"Aviões - Manutenção e Peças",,0
2045,"Bicicletas - Peças e Acessórios",,0
2049,"Borracheiros - Art e Equip",,0
2055,"Colchões - Reforma",,0
2056,"Compressores - Conserto",,0
2058,"DVD - Ap; Acessórios e Conserto",,0
2063,"Equipamentos Elétricos - Conserto",,0
2067,"Guinchos - Fab e Manutenção",,0
2070,"Motores - Conserto",,0
2072,Pianos,,0
2073,"Rádio - Conserto e Peças",,0
2074,"Relógios - Conserto",,0
2104,Forjarias,,0
2108,"Motores Diesel - Conserto e Peças",,0
2110,Polias,,0
2114,Teatros,,0
2145,"Escovas de Carvão e Metálicas",,0
2151,Juntas,,0
2153,"Máquinas de Costura - Conserto e Peças",,0
2159,"Mecânica Industrial",,0
2161,Modeladores,,0
2167,"Objetos de Arte e Antigüidades - Restauração",,0
2172,"Plásticos - Peças Industriais e Injetadas",,0
2181,"Resistências Elétricas",,0
2186,"Tornearia de Precisão",,0
2187,Torneiros,,0
2189,"Usinagem de Peças",,0
2191,"Artes - Artigos e Materiais",,0
2193,Celulose,,0
2198,"Embalagens para Presentes",,0
2199,"Envelopes - Atacado e Fabricação",,0
2200,"Formulários Contínuos",,0
2203,"Gráficas - Art e Equip",,0
2205,"Máquinas para Fragmentar Papel",,0
2208,"Papel de Parede - Atac e Fab",,0
